企业代号,企业名称,进项发票总数,进项有效发票数,进项作废发票数,进项负数发票数,进项净额,进项正数金额,进项负数金额,进项交易对手数,销项发票总数,销项有效发票数,销项作废发票数,销项负数发票数,销项净额,销项正数金额,销项负数金额,销项交易对手数,观察月数,综合活跃月数,活跃月份比例,最近断档月数,月均收入净额,月均成本净额,收入波动率,成本波动率,收入趋势率,成本趋势率,年化销项净额,年化进项净额,年化利润,利润率,年化客户数,年化供应商数,进项有效率,进项作废率,进项负数发票率,进项负数金额率,销项有效率,销项作废率,销项负数发票率,销项负数金额率
E177,***电力工程有限公司,3152,3061,91,5,70911921.57000001,74335114.81,3423193.2399999998,644,970,835,135,18,97717360.95,99338113.8,1620752.85,154,37,37,1.0,0,2641009.7554054055,1916538.420810811,1.7881154481489059,1.2280182295929216,0.0014514305709972303,0.03638063293421826,31692117.064864863,22998461.04972973,8693656.015135132,0.2743160388225772,49.945945945945944,208.86486486486484,0.9711294416243654,0.028870558375634518,0.001633453119895459,0.04402350470124459,0.8608247422680413,0.13917525773195877,0.02155688622754491,0.016053595922572692
E178,***贸易有限公司,340,333,7,5,80109910.19,80171721.1,61810.91,29,1116,1019,97,22,78541364.38,79981733.65,1440369.27,181,37,37,1.0,0,2122739.577837838,2165132.7078378377,0.6612256508035315,0.7159544900252439,0.04599682503329535,0.04851515009237316,25472874.93405405,25981592.494054053,-508717.5600000024,-0.019970951897538294,58.7027027027027,9.405405405405405,0.9794117647058823,0.020588235294117647,0.015015015015015015,0.0007703874982382197,0.9130824372759857,0.08691756272401434,0.021589793915603533,0.01769015068813946
E179,***园林有限公司,2125,2000,125,11,36358548.25,36602950.72,244402.47,350,805,718,85,18,60347261.57,61828990.93,1481729.36,41,37,37,1.0,0,1631007.0694594595,982663.466216216,1.1740542651783539,1.3076101691915636,0.030451998989244798,0.06418930411714639,19572084.833513513,11791961.594594594,7780123.238918919,0.3975112158515133,13.297297297297296,113.5135135135135,0.9411764705882353,0.058823529411764705,0.0055,0.006632836522606145,0.8919254658385093,0.10559006211180125,0.025069637883008356,0.023404083119143423
E180,***电气有限公司,3674,3545,129,30,63091063.26,63416231.14,325167.88,608,2110,2023,87,7,74087731.47,74332335.02,244603.55000000002,475,38,38,1.0,0,1949677.1439473687,1660291.1384210528,0.6893386251786484,0.6495630341524534,0.021423739232979636,0.020837005040515198,23396125.72736842,19923493.661052633,3472632.066315789,0.14842765450920611,150.0,192.0,0.9648884050081655,0.03511159499183451,0.00846262341325811,0.005101360889458557,0.9587677725118483,0.04123222748815166,0.0034602076124567475,0.003279881886950995
E181,***食品有限公司,3048,2974,74,32,86445982.11,86658619.89,212637.78,373,1571,1475,96,10,76977567.97,77022838.27,45270.299999999996,180,37,37,1.0,0,2080474.81,2336377.894864865,0.4153464800288503,0.3739110080391368,0.022170601256726586,0.024017498036775255,24965697.72,28036534.738378376,-3070837.018378377,-0.12300225104136914,58.37837837837838,120.97297297297297,0.9757217847769029,0.024278215223097113,0.010759919300605245,0.0024477345638042034,0.9388924252068745,0.061107574793125397,0.006779661016949152,0.0005874063972762684
E182,***新材料科技有限公司,998,972,26,0,73259105.42,73259105.42,0.0,152,1078,1049,29,0,77437981.47,77437981.47,0.0,42,37,37,1.0,0,2092918.4181081085,1979975.8221621625,0.49717016808218595,0.5117676144025463,0.02902256826036421,0.029391418025575808,25115021.017297294,23759709.865945946,1355311.1513513476,0.053964165525400655,13.621621621621621,49.2972972972973,0.9739478957915831,0.026052104208416832,0.0,0.0,0.9730983302411874,0.026901669758812616,0.0,0.0
E183,***建设工程有限公司,1461,1408,53,13,25830954.62,27251104.740000002,1420150.1199999999,416,1028,927,101,2,65085708.14,65269194.38,183486.24,9,37,37,1.0,0,1759073.1929729728,698133.9086486486,0.9950317254007485,1.5577191143202862,0.04410060308965437,0.10548888624499342,21108878.315675676,8377606.903783783,12731271.411891893,0.6031240135785669,2.918918918918919,134.9189189189189,0.9637234770704997,0.03627652292950034,0.009232954545454546,0.049532192676410805,0.9017509727626459,0.09824902723735408,0.002157497303128371,0.00280334186868938
E184,***建筑装饰工程有限公司,2024,1967,57,8,37934598.81,38412450.77,477851.96,461,657,639,18,21,53005659.13,54902528.23,1896869.0999999999,39,36,35,0.9722222222222222,0,1472379.4202777776,1053738.8558333335,1.5863870273430603,1.3738119999798946,0.045899297487457545,0.05438194504973361,17668553.043333333,12644866.270000001,5023686.773333332,0.28432926912647555,13.0,153.66666666666666,0.9718379446640316,0.02816205533596838,0.004067107269954245,0.012287175117086057,0.9726027397260274,0.0273972602739726,0.03286384976525822,0.03339593709030644
E185,***生态魔芋有限公司,68,67,1,2,704949.16,942188.44,237239.28,20,5479,5442,37,8,96329021.71,96962021.72,633000.01,312,37,32,0.8648648648648649,0,2603487.073243243,19052.68,1.0137426647984251,2.329642786220961,0.03373150551450299,0.05354874403382625,31241844.878918916,228632.16,31013212.718918916,0.9926818611101205,101.18918918918918,6.486486486486486,0.9852941176470589,0.014705882352941176,0.029850746268656716,0.20114779055727128,0.993246942872787,0.006753057127212995,0.001470047776552738,0.006485986670008808
E186,***建筑劳务有限公司,989,941,48,11,2932725.39,3053792.48,121067.09,220,1098,1073,25,0,83555221.12,83555221.12,0.0,5,36,35,0.9722222222222222,0,2320978.3644444444,81464.59416666668,1.234621285163521,1.6072764772699097,0.04317826410326263,0.05625865604430659,27851740.373333335,977575.13,26874165.243333336,0.9649007524522245,1.6666666666666667,73.33333333333333,0.9514661274014156,0.04853387259858443,0.011689691817215728,0.03813305355108982,0.9772313296903461,0.022768670309653915,0.0,0.0
E187,个体经营E187 ,3880,3694,186,39,73590154.53,73966262.47,376107.94,3694,176,16,160,0,3403409.07,3403409.07,0.0,12,25,25,1.0,0,136136.3628,2943606.1812,1.9839523733434363,0.6380734067804362,0.054376990507434456,-0.03209264776192503,1633636.3535999998,35323274.1744,-33689637.8208,-2.0,5.76,1773.12,0.952061855670103,0.04793814432989691,0.010557661072008662,0.005059133007540054,0.09090909090909091,0.9090909090909091,0.0,0.0
E188,***硬质合金有限公司,2561,2484,77,3,78297103.65,78370789.72,73686.07,369,2158,2073,85,7,80713142.81,81061643.68,348500.87,241,37,37,1.0,0,2181436.292162162,2116137.9364864863,0.32674007060324217,0.2988913370713417,0.01809066448651735,0.013927950139465404,26177235.505945947,25393655.23783784,783580.2681081071,0.02993365238778263,78.16216216216216,119.67567567567566,0.9699336196798126,0.030066380320187425,0.0012077294685990338,0.0009393404603437151,0.9606116774791473,0.03938832252085264,0.003376748673420164,0.0042808039701484595
E189,***石油工程技术服务有限公司,3402,3337,65,11,29298497.03,29306836.06,8339.03,825,641,606,35,13,50709690.269999996,51853973.269999996,1144283.0,24,37,37,1.0,0,1370532.1694594594,791851.2710810812,1.368578817161434,1.1316245086489674,0.05347813740994203,0.037024390652212295,16446386.03351351,9502215.252972974,6944170.780540537,0.42223080294905524,7.783783783783783,267.56756756756755,0.9808935920047032,0.019106407995296885,0.003296373988612526,0.0002844612039463688,0.9453978159126365,0.054602184087363496,0.02145214521452145,0.021590955637680646
E190,***劳务有限公司,128,122,6,1,1530211.56,1627298.94,97087.38,53,401,344,57,14,119934393.79,125997112.8,6062719.01,22,37,36,0.972972972972973,0,3241470.102432432,41357.06918918919,0.9537433328825806,2.489528092201053,-0.014859611247548723,0.01826398210407317,38897641.22918919,496284.8302702703,38401356.39891892,0.987241261562723,7.135135135135135,17.18918918918919,0.953125,0.046875,0.00819672131147541,0.0563025691365958,0.85785536159601,0.14214463840399003,0.040697674418604654,0.045908880292401755
E191,***商贸有限责任公司,1210,1177,33,4,260874688.75,260905272.72,30583.97,141,2871,2731,140,1,256138436.25,256140067.02,1630.77,97,37,37,1.0,0,6922660.439189189,7050667.263513514,1.303041296355707,1.8461029659702088,-0.056269759803075255,-0.07447235715718564,83071925.27027027,84608007.16216215,-1536081.8918918818,-0.018490987019914584,31.45945945945946,45.729729729729726,0.9727272727272728,0.02727272727272727,0.0033984706881903144,0.00011720876688992084,0.9512365029606409,0.04876349703935911,0.0003661662394727206,6.36667131540996e-06
E192,***建设工程有限公司,111,98,13,3,17311335.93,18060143.19,748807.26,28,86,68,18,2,42118600.17,43221521.99,1102921.82,7,37,27,0.7297297297297297,0,1138340.5451351353,467873.94405405404,1.6498563086040008,2.056081200342034,0.059304729672849874,0.09176945987895795,13660086.541621622,5614487.328648648,8045599.2129729735,0.5889859620184998,2.27027027027027,9.08108108108108,0.8828828828828829,0.11711711711711711,0.030612244897959183,0.039811219769575176,0.7906976744186046,0.20930232558139536,0.029411764705882353,0.02488292520325254
E193,个体经营E193 ,1616,1539,77,6,17081342.11,17200291.52,118949.41,283,32311,30077,2234,367,122316829.73,123306194.54,989364.8099999999,2484,36,36,1.0,0,3397689.714722222,474481.7252777779,0.4463812481368213,0.6802379779398593,-0.026729635095032216,0.01871725178939962,40772276.57666667,5693780.703333333,35078495.873333335,0.860351660947189,828.0,94.33333333333333,0.9523514851485149,0.04764851485148515,0.003898635477582846,0.006868049845877397,0.9308594596267525,0.0691405403732475,0.012202014828606576,0.007959775998224347
E194,***文化传播有限公司,4849,4757,92,11,10830459.66,10911129.47,80669.81,914,11741,11053,688,391,88972764.61,93391771.57,4419006.96,3229,34,34,1.0,0,2616846.017941177,318542.9311764706,0.6899690387098576,0.7143450260681191,0.004156552249490879,0.002556194388502292,31402152.215294115,3822515.174117647,27579637.041176468,0.8782721914119017,1139.6470588235293,322.5882352941176,0.9810270158795628,0.018972984120437204,0.002312381753205802,0.007339090529680778,0.9414019248786304,0.05859807512136956,0.03537501130914684,0.04517914105595864
E195,***医药有限公司,2336,2267,69,46,75544254.35,76689093.77,1144839.42,511,4857,4626,231,81,109903508.15,110480221.14,576712.99,393,37,37,1.0,0,2970365.085135135,2041736.6040540542,0.444232741538718,0.6413322294455204,-0.026325053003946518,-0.014322437425573343,35644381.02162162,24500839.248648647,11143541.772972975,0.31263109229511893,127.45945945945945,165.7297297297297,0.9704623287671232,0.029537671232876712,0.020291133656815175,0.014708744285160799,0.9524397776405188,0.04756022235948116,0.017509727626459144,0.005192948954676857
E196,***地质制图印刷厂,1386,1336,50,9,42300386.2,42342031.69,41645.49,154,2962,2755,207,86,72526203.12,74826309.19,2300106.07,689,38,38,1.0,0,1908584.292631579,1113168.0578947368,0.5599309775183688,0.7259965134350175,0.007742597116442717,-0.00390774431954792,22903011.51157895,13358016.694736844,9544994.816842107,0.41675719422384677,217.57894736842107,48.631578947368425,0.963924963924964,0.03607503607503607,0.006736526946107785,0.0009825832200244216,0.9301147873058744,0.06988521269412559,0.03121597096188748,0.029822546040110098
E197,***医疗设备有限公司,6509,6349,160,4,101054533.13,101058849.69,4316.5599999999995,805,4319,4050,269,52,181712080.29,184369360.61,2657280.32,1202,34,34,1.0,0,5344472.949705882,2972192.150882352,0.869305156892551,0.7650301977719538,0.03520107027270835,0.027366096852690102,64133675.396470584,35666305.81058823,28467369.58588235,0.44387553668020363,424.235294117647,284.11764705882354,0.975418651098479,0.024581348901520972,0.0006300204756654591,4.271150568667246e-05,0.9377170641352165,0.06228293586478351,0.012839506172839505,0.014208031041922855
E198,***商贸有限公司,1147,1109,38,0,57938852.9,57938852.9,0.0,210,809,728,81,55,57406622.72,62854010.22,5447387.5,42,37,37,1.0,0,1551530.3437837837,1565914.943243243,1.083465392437851,0.9077639592794494,0.050035426745088124,0.04789467339590608,18618364.125405405,18790979.318918917,-172615.1935135126,-0.009271233087442585,13.621621621621621,68.1081081081081,0.966870095902354,0.03312990409764603,0.0,0.0,0.899876390605686,0.10012360939431397,0.07554945054945054,0.0797551394530964
E199,***建筑劳务有限公司,48,47,1,0,160238.8,160238.8,0.0,25,820,808,12,90,59575542.09,68313406.29,8737864.200000001,3,25,23,0.92,0,2383021.6836,6409.552,1.8743016607005105,2.5782319009402768,0.0698762280646139,0.03128155866791401,28596260.2032,76914.624,28519345.5792,0.9973103257749979,1.44,12.0,0.9791666666666666,0.020833333333333332,0.0,0.0,0.9853658536585366,0.014634146341463415,0.11138613861386139,0.11340324623374033
E200,个体经营E200 ,1238,1201,37,6,47469657.04,47494254.46,24597.42,133,613,564,49,12,47163293.45,48111103.35,947809.8999999999,50,36,36,1.0,0,1310091.4847222222,1318601.5844444444,0.9447148963350152,0.9337364847705393,0.043120395734995653,0.04812413221672761,15721097.816666668,15823219.013333334,-102121.19666666538,-0.006495805691025085,16.666666666666668,44.333333333333336,0.970113085621971,0.02988691437802908,0.004995836802664446,0.0005176349812094828,0.9200652528548124,0.0799347471451876,0.02127659574468085,0.019319830734326342
E201,***物流有限责任公司,480,463,17,1,39212850.35,39229057.43,16207.08,105,1207,1084,123,16,48047952.48,48287802.67,239850.19,170,37,37,1.0,0,1298593.3102702703,1059806.7662162161,1.338210712765046,1.5841908133336575,0.08170270678452378,0.08717996654997312,15583119.723243242,12717681.194594594,2865438.5286486484,0.18388092882163123,55.13513513513513,34.05405405405405,0.9645833333333333,0.035416666666666666,0.0021598272138228943,0.00041296906014916295,0.8980944490472246,0.10190555095277548,0.014760147601476014,0.0049425466896566485
E202,个体经营E202 ,404,364,40,2,10387155.82,10463724.01,76568.18999999999,107,1106,1096,10,0,99269637.6,99269637.6,0.0,5,36,36,1.0,0,2757489.9333333336,288532.1061111111,1.1088173454325754,1.165075095320021,-0.024129271871070546,-0.01566979916161927,33089879.2,3462385.2733333334,29627493.926666666,0.8953642214162773,1.6666666666666667,35.666666666666664,0.900990099009901,0.09900990099009901,0.005494505494505495,0.007264332766789899,0.9909584086799277,0.009041591320072333,0.0,0.0
E203,***建设工程有限公司,1207,1142,65,3,23399488.06,23547799.71,148311.65,338,637,578,59,2,47646507.18,47656146.82,9639.64,27,37,36,0.972972972972973,0,1287743.4372972972,632418.5962162163,1.5028798595741273,1.1555392463334748,0.03025259419427662,0.06678710196908967,15452921.247567566,7589023.154594594,7863898.092972972,0.5088939474282782,8.756756756756756,109.62162162162161,0.9461474730737366,0.053852526926263466,0.002626970227670753,0.00625890247335502,0.9073783359497645,0.09262166405023547,0.0034602076124567475,0.00020223394421676767
E204,***科技发展有限公司,5217,5029,188,46,57409981.43,58321132.39,911150.96,1205,1680,1339,328,33,92091768.28,93943884.7,1852116.42,373,37,37,1.0,0,2488966.7102702707,1551621.1197297298,0.6618526370939561,0.6700900232988524,2.0106821205446787e-05,-0.014173099783057632,29867600.52324324,18619453.436756756,11248147.086486485,0.37660029227098685,120.97297297297297,390.8108108108108,0.963963963963964,0.036036036036036036,0.00914694770332074,0.015382674927725878,0.7970238095238096,0.19523809523809524,0.024645257654966394,0.019333963822560026
E205,个体经营E205 ,151,137,14,1,23934662.51,24822733.3,888070.79,15,1008,967,41,9,74253216.71,74916115.03,662898.3200000001,71,36,36,1.0,0,2062589.3530555554,664851.7363888889,0.39599650220769683,0.9760101445920358,-0.009317183606800578,0.05644568450173557,24751072.236666664,7978220.836666667,16772851.399999999,0.6776616075303763,23.666666666666668,5.0,0.9072847682119205,0.09271523178807947,0.0072992700729927005,0.03454076297619209,0.9593253968253969,0.040674603174603176,0.009307135470527405,0.008770931117216023
E206,***建设工程有限公司,3679,3557,122,6,72946880.4,73210758.4,263878.0,889,963,913,50,1,96008119.42999999,96039521.23,31401.8,307,37,37,1.0,0,2594814.0386486487,1971537.308108108,1.129727388590032,1.1160862167215324,0.020902887552386708,0.03519941404861482,31137768.46378378,23658447.697297297,7479320.766486481,0.24020092432717685,99.56756756756756,288.3243243243243,0.966838814895352,0.033161185104648,0.0016868147315153219,0.003591416207402967,0.9480789200415368,0.05192107995846314,0.001095290251916758,0.00032686060474504007
E207,个体经营E207 ,3386,3298,88,13,72195567.27,72552665.44,357098.17,267,1458,1393,65,10,120936342.8,121766381.12,830038.32,17,36,35,0.9722222222222222,0,3359342.8555555553,2005432.424166667,1.3090725776392955,1.413671123015246,-0.018427669803322038,0.00026318479515443683,40312114.266666666,24065189.09,16246925.176666666,0.4030283569150563,5.666666666666667,89.0,0.974010632014176,0.02598936798582398,0.003941782898726501,0.004897810009509096,0.9554183813443072,0.04458161865569273,0.007178750897343862,0.006770493981728639
E208,个体经营E208 ,976,963,13,1,75862564.99,75874246.41,11681.42,44,1028,897,131,20,75553782.03,77309398.16,1755616.13,80,36,36,1.0,0,2098716.1675,2107293.471944445,0.6589840484726828,0.6509886718336394,-0.003584503546589517,-0.004304389765864812,25184594.01,25287521.66333333,-102927.65333332866,-0.004086929227148127,26.666666666666668,14.666666666666666,0.9866803278688525,0.01331967213114754,0.0010384215991692627,0.00015393394182606254,0.872568093385214,0.12743190661478598,0.022296544035674472,0.02220471526838195
E209,***工程检测有限公司,8360,8128,232,18,43991012.25,44135348.37,144336.12,1599,1475,1223,252,61,65700985.169999994,69496168.95,3795183.78,488,37,37,1.0,0,1775702.301891892,1188946.2770270272,0.7391953835185796,0.9939324195902766,0.03957925892253056,0.046602071737601544,21308427.6227027,14267355.324324323,7041072.298378376,0.3304360332470795,158.27027027027026,518.5945945945946,0.9722488038277513,0.027751196172248804,0.0022145669291338582,0.0032596465323188216,0.8291525423728814,0.17084745762711864,0.04987735077677841,0.05178214944375743
E210,***建筑工程有限公司,550,536,14,3,5855280.49,5965138.21,109857.72,153,597,557,40,0,53682992.72,53682992.72,0.0,3,37,30,0.8108108108108109,0,1450891.6951351352,158250.82405405404,1.6732059739663452,1.5093336343735742,0.05430982908647501,0.06133950051196144,17410700.34162162,1899009.8886486487,15511690.45297297,0.890928575451447,0.9729729729729729,49.62162162162162,0.9745454545454545,0.025454545454545455,0.005597014925373134,0.01808358742390137,0.932998324958124,0.06700167504187604,0.0,0.0
E211,个体经营E211 ,418,403,15,3,21886710.580000002,21921163.29,34452.71,105,1636,1470,166,15,49070943.99,49619653.31,548709.32,82,36,36,1.0,0,1363081.7775,607964.1827777778,0.5581949510073174,2.147283783834722,0.045441332596773985,0.08584514001785035,16356981.33,7295570.193333334,9061411.136666667,0.5539782037928551,27.333333333333332,35.0,0.9641148325358851,0.03588516746411483,0.007444168734491315,0.001569198058483078,0.8985330073349633,0.10146699266503667,0.01020408163265306,0.010937357554338023
E212,***建电管理咨询有限公司,138,133,5,0,148331.11000000002,148331.11000000002,0.0,49,1681,1497,184,20,76890077.77,77858485.42,968407.65,121,38,38,1.0,0,2023423.0992105259,3903.4502631578944,0.9768634494180356,1.970046677351894,0.02797760734768086,0.039672366183092715,24281077.190526314,46841.40315789475,24234235.78736842,0.998070867993609,38.21052631578947,15.473684210526317,0.9637681159420289,0.036231884057971016,0.0,0.0,0.8905413444378346,0.10945865556216537,0.013360053440213761,0.012285244442401564
E213,***科技有限公司,2192,2103,89,18,45404788.96,46595975.46,1191186.5,592,1270,1148,122,23,57697215.6,58404442.42,707226.8200000001,248,37,37,1.0,0,1559384.2054054055,1227156.4583783783,0.6180533327331501,0.8884339483923547,0.014532637915895819,0.026552642503693418,18712610.464864865,14725877.50054054,3986732.9643243253,0.21305060412655344,80.43243243243244,192.0,0.9593978102189781,0.0406021897810219,0.008559201141226819,0.02492691449216165,0.9039370078740158,0.09606299212598425,0.02003484320557491,0.011964250529427276
E214,***建筑工程有限公司,739,692,47,2,36190187.0,36190715.3,528.3,154,868,713,155,14,64252383.44,65004967.71,752584.27,218,37,37,1.0,0,1736550.9037837838,978113.1621621621,1.0009531305527664,1.2140649441252542,0.011789648426399141,0.039332974096182936,20838610.845405404,11737357.945945945,9101252.899459459,0.436749501537246,70.7027027027027,49.945945945945944,0.9364005412719891,0.06359945872801083,0.002890173410404624,1.4597453622732103e-05,0.8214285714285714,0.17857142857142858,0.019635343618513323,0.011444834050831099
E215,***建筑工程有限公司,176,172,4,0,216474.13,216474.13,0.0,69,833,756,77,0,67502754.2,67502754.2,0.0,8,37,28,0.7567567567567568,0,1824398.7621621618,5850.652162162161,1.7101955516778795,1.7692399126371334,0.03113485199824968,0.049391221328224474,21892785.145945948,70207.82594594594,21822577.32,0.9967931067026002,2.5945945945945943,22.37837837837838,0.9772727272727273,0.022727272727272728,0.0,0.0,0.907563025210084,0.09243697478991597,0.0,0.0
E216,***建设工程有限公司,3445,3340,105,16,33287980.31,33566561.67,278581.36,570,774,685,89,5,58325941.25,58591227.72,265286.47,30,38,37,0.9736842105263158,0,1534893.1907894737,875999.4818421053,1.1600984334324014,0.881442150030869,0.03830216527148013,0.02608955339123723,18418718.289473686,10511993.782105263,7906724.507368423,0.42927658608509817,9.473684210526317,180.0,0.969521044992743,0.030478955007256895,0.004790419161676647,0.008231058729846944,0.8850129198966409,0.11498708010335917,0.0072992700729927005,0.004507342537201658
E217,个体经营E217 ,214,202,12,0,52913767.23,52913767.23,0.0,202,749,34,715,0,2434236.61,2434236.61,0.0,15,25,25,1.0,0,97369.4644,2116550.6892,2.4403611926313102,0.44457471085555705,-0.12995708255202024,-0.019070507870605016,1168433.5728,25398608.270399995,-24230174.697599996,-2.0,7.199999999999999,96.96,0.9439252336448598,0.056074766355140186,0.0,0.0,0.04539385847797063,0.9546061415220294,0.0,0.0
E218,***建设工程有限公司,1104,1026,78,4,40801973.16,40912376.01,110402.85,269,232,137,95,0,39328554.23,39328554.23,0.0,43,37,36,0.972972972972973,0,1062933.8981081082,1102756.0313513512,2.469765433176328,1.834278278722836,0.11045099490317603,0.10784033533477116,12755206.777297296,13233072.376216214,-477865.5989189185,-0.03746435532267973,13.945945945945946,87.24324324324324,0.9293478260869565,0.07065217391304347,0.003898635477582846,0.0026912572250840446,0.5905172413793104,0.40948275862068967,0.0,0.0
E219,***品牌营销策划有限公司,4455,4299,156,41,35677550.27,35943166.9,265616.63,757,623,491,107,33,35642623.95,38167250.54,2524626.59,27,37,36,0.972972972972973,0,963314.1608108109,964258.1154054055,1.3848489793442023,0.8779542378744374,0.06012892261733773,0.0557703344243651,11559769.92972973,11571097.384864865,-11327.45513513498,-0.0009799031645087264,8.756756756756756,245.51351351351352,0.9649831649831649,0.035016835016835016,0.009537101651546871,0.007335696041263831,0.7881219903691814,0.17174959871589085,0.06720977596741344,0.06204251973764868
E220,***文化传播有限公司,5938,5708,230,50,55190901.44,55638689.81,447788.37,1570,1297,1233,64,11,80286331.1,80580596.19,294265.08999999997,147,37,37,1.0,0,2169900.8405405404,1491645.9848648647,0.6987700539318572,0.5371154054410721,0.014488782273888128,0.006106331719760788,26038810.086486485,17899751.818378378,8139058.268108107,0.3125741245884382,47.67567567567567,509.18918918918916,0.9612664196699225,0.03873358033007747,0.008759635599159075,0.007983891742371477,0.9506553585196608,0.04934464148033924,0.008921330089213302,0.0036385235825161216
E221,***测绘服务有限公司,4494,4429,65,11,33465961.9,33486992.94,21031.04,954,694,652,42,14,45971718.41,46972215.42,1000497.01,296,29,29,1.0,0,1585231.6693103453,1153998.6862068966,0.8732039588458429,1.2947145595684817,-0.0032545176880257715,-0.014580045869574374,19022780.031724136,13847984.23448276,5174795.797241377,0.2720315216078518,122.48275862068967,394.7586206896552,0.9855362705829995,0.014463729417000444,0.002483630616391962,0.0006276419048927755,0.9394812680115274,0.06051873198847262,0.02147239263803681,0.02085554389820855
E222,***数码科技有限公司,4628,4325,303,96,52232782.64,55216749.68,2983967.04,928,1376,1023,353,26,62615800.410000004,63766771.910000004,1150971.5,66,37,37,1.0,0,1692318.9300000002,1411696.8281081081,1.1518195883078512,1.0761593570793209,0.03904758572298518,0.030088817335684505,20307827.16,16940361.937297296,3367465.2227027044,0.16582104999079106,21.405405405405403,300.97297297297297,0.9345289541918755,0.06547104580812446,0.022196531791907514,0.05127027995816063,0.7434593023255814,0.2565406976744186,0.02541544477028348,0.017729690521292873
E223,***科技有限公司,2624,2505,119,20,38566681.77,38661734.82,95053.05,785,529,477,52,21,31385466.78,32729485.73,1344018.95,52,19,19,1.0,0,1651866.6726315785,2029825.3563157897,0.7148277759237749,0.6291530493274269,0.09066555725552067,0.07963366885737648,19822400.07157895,24357904.275789477,-4535504.204210527,-0.22880701569097392,32.8421052631579,495.7894736842106,0.9546493902439024,0.04535060975609756,0.007984031936127744,0.002452552319837026,0.9017013232514177,0.09829867674858223,0.0440251572327044,0.03944469354186785
E224,***纸业有限公司,759,723,36,5,98473831.16,98854514.45,380683.29000000004,103,1127,1110,17,14,95946734.5,97055003.73,1108269.23,41,37,37,1.0,0,2593154.9864864866,2661454.8962162156,0.5288791796819762,0.6442698562094191,-0.01839293578463065,-0.017793519879626258,31117859.837837838,31937458.75459459,-819598.9167567529,-0.02633853745173566,13.297297297297296,33.4054054054054,0.9525691699604744,0.04743083003952569,0.006915629322268326,0.0038361720303858792,0.9849157054125999,0.015084294587400177,0.012612612612612612,0.0112900598826977
E225,***物业服务有限责任公司***分公司,4332,4173,159,48,43661253.97,44000363.94,339109.97,680,8872,8315,557,100,68686418.24,69686297.75,999879.51,470,38,38,1.0,0,1807537.3221052631,1148980.3676315788,0.7036285665304781,0.39733481244247476,0.006245535217397943,0.009457825984847273,21690447.865263157,13787764.411578948,7902683.453684209,0.3643393397302878,148.42105263157896,214.73684210526318,0.9632963988919667,0.036703601108033244,0.011502516175413372,0.007648037743711695,0.9372182146077548,0.06278178539224527,0.012026458208057728,0.014145332917385154
E226,***建设工程有限公司,1047,1022,25,29,46066940.46,48038532.31,1971591.8499999999,219,554,516,38,6,44714111.36,45155247.74,441136.38,26,37,35,0.9459459459459459,0,1208489.4962162161,1245052.444864865,1.2857431181857173,1.3266831298217021,0.04499128233785856,0.044866214564317476,14501873.954594593,14940629.338378377,-438755.38378378376,-0.030255081871317323,8.432432432432432,71.02702702702702,0.9761222540592168,0.02387774594078319,0.02837573385518591,0.03942385433181855,0.9314079422382672,0.06859205776173286,0.011627906976744186,0.009674810591099125
E227,***安全技术有限公司,2942,2778,164,18,50732713.7,51103800.65,371086.95,554,742,687,55,6,55848119.35,56214846.08,366726.73,72,37,36,0.972972972972973,0,1509408.631081081,1371154.424324324,0.8417648622122413,0.7095456000224398,0.023520227039518112,0.03106500365619012,18112903.572972972,16453853.091891892,1659050.4810810797,0.09159494911443238,23.35135135135135,179.67567567567568,0.9442556084296397,0.0557443915703603,0.0064794816414686825,0.007209087135529753,0.9258760107816711,0.07412398921832884,0.008733624454148471,0.006481380983018313
E228,***文化发展有限公司,2743,2665,78,10,29703662.78,29819321.55,115658.77,603,1176,993,183,104,59965638.309999995,68838655.09,8873016.78,156,37,37,1.0,0,1620692.9272972972,802801.6967567566,0.5257249733020687,0.7956944343955681,0.015001338760838846,0.017837762082522614,19448315.127567563,9633620.36108108,9814694.766486483,0.5046552723003941,50.59459459459459,195.56756756756755,0.9715639810426541,0.02843601895734597,0.00375234521575985,0.003863666144544838,0.8443877551020408,0.1556122448979592,0.10473313192346426,0.1141786885610083
E229,***家贸易有限公司,1621,1570,51,8,56541639.2,56747970.83,206331.63,227,862,773,86,1,54774178.32,54818508.660000004,44330.34,30,37,37,1.0,0,1480383.1978378377,1528152.410810811,0.27858601734462546,0.4558624454296421,0.008071124626984718,0.004179417967900332,17764598.374054052,18337828.92972973,-573230.555675678,-0.032268140467104814,9.72972972972973,73.62162162162161,0.9685379395434917,0.03146206045650833,0.005095541401273885,0.0036227575633098184,0.8967517401392111,0.09976798143851508,0.00129366106080207,0.0008080212546055079
E230,***建筑劳务有限公司,84,83,1,0,120507.45,120507.45,0.0,17,676,592,84,20,49308980.03,51264576.43,1955596.4000000001,61,37,34,0.918918918918919,0,1332675.1359459457,3256.958108108108,1.3074667955356567,2.1215588610597824,0.01664560999416546,0.08072157626591954,15992101.631351352,39083.4972972973,15953018.134054054,0.9975560749801216,19.783783783783782,5.513513513513513,0.9880952380952381,0.011904761904761904,0.0,0.0,0.8757396449704142,0.1242603550295858,0.033783783783783786,0.03674539739370478
