企业代号,违约概率,风险等级,TOPSIS得分,D_pos,D_neg,PD排名,TOPSIS排名,企业名称,硬性禁贷
E324,0.2827724170314503,C,0.47893342801415967,0.18455200252271578,0.16962923351276507,245,289,***汽贸有限公司,False
E362,0.3013264139236129,C,0.5765258013562131,0.14143290263300948,0.19254943462853022,246,244,***建材有限公司,False
E395,0.30202740603298395,C,0.6006812532041108,0.13419128830487065,0.20185927125842026,247,221,***网络科技有限公司,False
E297,0.30232457404744284,C,0.5907729447122785,0.13137991593522588,0.1896641456380115,248,231,***建筑机械租赁有限公司,False
E366,0.3058100569018604,C,0.5647633403194761,0.14503829335968485,0.18820177301281948,249,254,***房地产经纪有限公司,False
E407,0.3070265209249267,C,0.6244786294369015,0.12020174706303645,0.19989121298020307,250,201,***装饰工程有限公司,False
E361,0.3139520657399521,C,0.6121812065019347,0.1221516275673507,0.19281925475003778,251,213,***勘察设计工程有限公司,False
E218,0.3251757552314864,C,0.5349745795604217,0.15329220591573578,0.17635043119178412,252,269,***建设工程有限公司,False
E383,0.3283354696535811,C,0.5378613134812951,0.15364980098665046,0.17882572090504795,253,266,***通讯器材经营部,False
E386,0.3307346975525242,C,0.6005362604217467,0.13256532794877232,0.19929289800368188,254,222,个体经营E386 ,False
E320,0.33880304474099754,C,0.5839294448320695,0.13510090762112328,0.18960581806052254,255,237,***建筑设计有限公司,False
E307,0.3435042539534332,C,0.6119538236392901,0.12659219570275032,0.19963752491966344,256,214,***通信工程有限公司,False
E365,0.35072915706738,C,0.5839669200410965,0.13560587072983327,0.19034386082331314,257,236,***信息技术有限公司,False
E398,0.3524381921142363,C,0.6163358015268665,0.1276465683617133,0.2050573140169598,258,210,***医疗管理咨询有限公司,False
E352,0.35263785942329356,C,0.45777168921093714,0.19041456411943639,0.16075589365754842,259,291,***居装饰工程有限公司,False
E397,0.36666429543096646,C,0.5286564045623064,0.1547385311637787,0.17355389215871758,260,272,***大闸蟹经营部,False
E377,0.38664221876392296,C,0.6001884624830083,0.12929563134968144,0.19409581491188738,261,224,***文化传播有限公司,False
E371,0.39330052077042366,C,0.5746439280471473,0.13902749756477534,0.1878221861049229,262,247,***自动化科技有限公司,False
E376,0.4026008393263854,D,0.5540660207500092,0.1497119980590872,0.18601482480129547,263,259,***建筑装饰设计有限责任公司,True
E378,0.42305367743187283,D,0.5055084930359411,0.158489252137621,0.16202030142512697,264,279,***商贸有限公司,True
E408,0.44449670906520944,D,0.5706880360816925,0.14147605169913072,0.1880653158599895,265,248,***空调制冷有限责任公司,True
E349,0.4544389367361993,D,0.528556946694696,0.16821405579705354,0.18859267752460393,266,273,***营销策划广告有限公司,True
E380,0.4623451006979057,D,0.5288852180552697,0.1608809117018252,0.18060892870971854,267,271,***建材有限公司,True
E422,0.5080286998066487,D,0.5669829792160676,0.14818351808728625,0.19402824490303533,268,250,***童装店,True
E396,0.5096055632469612,D,0.5679673772018784,0.1393735517447781,0.18322604928096195,269,249,***文化传播有限公司,True
E399,0.5097437356672883,D,0.5787299551455131,0.1444363414041692,0.19842293180634288,270,241,***装饰工程有限公司,True
E411,0.5108599513751324,D,0.549942753996312,0.14182111345756943,0.1732968292416739,271,262,***机电设备有限公司,True
E384,0.526670379324387,D,0.4936573573732296,0.1671208936862944,0.16293405254402077,272,285,个体经营E384 ,True
E336,0.5293121427385699,D,0.5356559180043756,0.16029641846863704,0.18491400777331415,273,267,***猕猴桃专业合作社,True
E390,0.5377610365102041,D,0.5352940888175631,0.16149857400450854,0.1860299814071882,274,268,***建筑工程有限公司,True
E291,0.5559934352612516,D,0.43236551605504153,0.1864482042913851,0.14201704855161223,275,299,***文业建设工程有限公司,True
E360,0.5609139296509208,D,0.5114398679105747,0.17549529601243768,0.18371390769785462,276,277,***建筑劳务有限公司,True
E406,0.5706048298203987,D,0.5841604666934588,0.13457692727023904,0.189050136756485,277,235,***招投标代理有限公司,True
E381,0.5759554409140943,D,0.43764635488705766,0.19652283011580904,0.15294201611336347,278,297,***通信网络工程有限公司,True
E240,0.6204809997885711,D,0.5044259139856231,0.1769551493964369,0.1801158807286195,279,280,个体经营E240 ,True
E420,0.6231680503851171,D,0.43945208024370647,0.20214524986408783,0.15847556905175697,280,296,***康药房,True
E416,0.6346737301994547,D,0.49495488308320323,0.1726186447550994,0.16916991823290256,281,284,***科技有限公司,True
E394,0.66277519716227,D,0.5939847489838708,0.13131880332325083,0.19211437558961245,282,229,***环保设计研究院（有限合伙）,True
E187,0.6676408856595872,D,0.46612167072481203,0.1911000384245089,0.16684675946098132,283,290,个体经营E187 ,True
E373,0.6867396516242826,D,0.4526306986719358,0.19614696492596076,0.16219787547713788,284,294,个体经营E373 ,True
E405,0.690660903967762,D,0.5008066584182438,0.16931225228087898,0.16985944368844638,285,282,***职业技能服务有限公司,True
E402,0.6995502093560634,D,0.48632222475922143,0.17028783380554072,0.1612192743727738,286,288,***商贸有限公司,True
E242,0.7093377336511719,D,0.45499825640340513,0.192964037912246,0.16109728423845185,287,292,个体经营E242 ,True
E264,0.7121724165705832,D,0.4348677972930069,0.20644655950221483,0.15886010416574145,288,298,个体经营E264 ,True
E418,0.7123981652605675,D,0.5256848185045385,0.16333321657162497,0.18102265257145,289,274,***营销策划有限公司,True
E414,0.7387940433139173,D,0.49973083550616487,0.1754283364672636,0.17523956177259567,290,283,***物流有限责任公司***分公司,True
E413,0.7520976263697072,D,0.5441888883737563,0.15885377783949164,0.18965413209875642,291,264,***石材工艺品有限公司,True
E417,0.7569666724661214,D,0.4934090438357706,0.17410880932252118,0.1695783552507004,292,286,***园林景观工程有限公司,True
E401,0.7573600790493429,D,0.5426181685897916,0.1504841093569433,0.1785278867972717,293,265,***遮阳技术发展中心,True
E385,0.7594659022539301,D,0.5312449652854028,0.1567076796116136,0.17759844620317472,294,270,***装饰工程有限公司,True
E368,0.7679898802412043,D,0.5138159130557373,0.15930699664952097,0.1683610635101368,295,276,***通信科技有限责任公司,True
E421,0.7822067500013968,D,0.5039278714829714,0.17588348453879524,0.17866875580695057,296,281,***保温材料有限公司,True
E423,0.7988930648673302,D,0.4527074491697276,0.18338946307791004,0.1516954248850237,297,293,***通风设备有限公司,True
E217,0.8167097399687954,D,0.4185798971886918,0.20871256646999378,0.15025776403770202,298,301,个体经营E217 ,True
E419,0.8686616017746208,D,0.42308651541609316,0.21373837922484076,0.156747638065945,299,300,***科技有限公司,True
E425,0.8773292887983726,D,0.4912986974154632,0.17751092748048353,0.1714383018189333,300,287,***商贸有限公司,True
E404,0.8836148435489724,D,0.4403590320505812,0.18748259738769843,0.14752253648349342,301,295,个体经营E404 ,True
E424,0.9285007290932114,D,0.35067622963441586,0.2238967649487267,0.12091852623130774,302,302,***贸易有限公司,True
